88195,衢州市,衢州市原城关中学,28.91377158861885,118.51569565477179
88357,衢州市,衢州市常山定阳小区,28.90153766350018,118.52038800031349
92170,衢州市,衢州市柯城航埠何双蓬村,28.998535292057788,118.81300295479716
88744,衢州市,衢州市龙游横山河宗村,29.21996046212665,119.22054896372182
88519,衢州市,衢州市开化华埠华民村,29.034344070343515,118.3627167408302
88294,衢州市,衢州市常山滨江小区东,29.139237738295424,118.42288690842875
89457,衢州市,衢州市湖镇恒达纸业,29.05510089808109,119.30690989948934
88456,衢州市,衢州市江山贺村山底村,28.656323063415424,118.48040803865557
88906,衢州市,衢州市开化城关黎明村,29.18993794143037,118.33165006627124
91413,衢州市,衢州市开化城关新安,29.18993794143037,118.33165006627124
92126,衢州市,衢州市龙游谷水路商住区,29.032828132601104,119.1781562711429
88393,衢州市,衢州市南区三村,28.731953571426782,118.63142718504298
88618,衢州市,衢州市龙游清风雅苑,29.024786578106287,119.1762767644911
88843,衢州市,衢州市江山峡口柴村村,28.581969944140962,118.60708619901152
91512,衢州市,衢州市龙游义和巷综合小区,28.997079389241737,119.19866420604271
88065,衢州市,衢州市常山同弓关庄桥村(原杜亭畈村),28.896012523041872,118.432675379754
88555,衢州市,衢州市龙游人民医院,29.04082781924816,119.18418241262063
218001,衢州市,衢州市柯城花园上洋村,28.929778841811373,118.90234745991127
89268,衢州市,衢州市柯城世纪锋尚小区,28.943509843495985,118.90338465602903
88942,衢州市,衢州市开化苏庄苏庄村,29.195703328889916,118.13165156315398
92225,衢州市,衢州市衢江云溪下岩头村,29.004390499932693,118.95409326005019
88654,衢州市,衢州市龙游龙游大酒店,29.03644932304321,119.1847370264423
88227,衢州市,衢州市环城西路,29.028167760840702,119.17201074126972
92019,衢州市,衢州市衢江高家松旺村,29.001079131355848,119.01394774602483
91611,衢州市,衢州市常山东案高峰村(原淤里村),29.02357884955128,118.47576884495255
88164,衢州市,衢州市常山青石水南村(原高铺村),28.908284194836344,118.5783940798714
199054,衢州市,衢州市江山凤林英岸村,28.569068033095707,118.51170608237607
88717,衢州市,衢州市龙游詹家山后村,29.02506784192182,119.05360162547767
88591,衢州市,衢州市龙游银泰龙庭,29.051449004317906,119.18255730339426
89367,衢州市,衢州市柯城石室雍景柯苑,28.998535292057788,118.81300295479716
88000,衢州市,衢州市常山桃园小区西,28.904669697263387,118.52377191716846
89529,衢州市,衢州市通顺科技集团有限公司,28.95691044753569,118.87584165150854
88816,衢州市,衢州市江山清湖清湖一村,28.67518774649016,118.60995532171641
88492,衢州市,衢州市开化华埠医院弄小区,29.017693189642134,118.35865141702577
88753,衢州市,衢州市龙游塔石何明村,28.997079389241737,119.19866420604271
88326,衢州市,衢州市常山紫港富足山村(原富足山村),28.89943422210615,118.55198774353265
92118,衢州市,衢州市龙游义和巷人民医院老宿舍,29.042405383856195,119.18264855775946
91710,衢州市,衢州市江山贺村敖坪村,28.6703592258346,118.54094575873306
